No,year,month,day,hour,season,pm,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,air quality level
30700,2013,7,3,3,2,36.0,19.0,93.98,993.0,20.0,4,19.0,0.0,0.0,3
30701,2013,7,3,4,2,46.0,19.0,93.98,993.0,20.0,4,21.0,0.0,0.0,3
30702,2013,7,3,5,2,64.0,19.0,93.98,993.0,20.0,4,23.0,0.0,0.0,4
30703,2013,7,3,6,2,75.0,20.0,88.45,993.0,22.0,4,25.0,0.0,0.0,4
30704,2013,7,3,7,2,86.0,20.0,78.39,993.0,24.0,4,28.0,0.0,0.0,4
30705,2013,7,3,8,2,61.0,20.0,73.84,993.0,25.0,4,31.0,0.0,0.0,4
30706,2013,7,3,9,2,35.0,20.0,69.6,993.0,26.0,4,34.0,0.0,0.0,2
30707,2013,7,3,10,2,31.0,19.0,61.67,992.0,27.0,4,37.0,0.0,0.0,2
30708,2013,7,3,11,2,27.0,19.0,58.17,992.0,28.0,4,41.0,0.0,0.0,2
30709,2013,7,3,12,2,15.0,19.0,54.9,992.0,29.0,4,45.0,0.0,0.0,2
30711,2013,7,3,14,2,11.0,19.0,58.17,992.0,28.0,4,53.0,0.0,0.0,1
30712,2013,7,3,15,2,14.0,20.0,55.15,991.0,30.0,4,60.0,0.0,0.0,2
30714,2013,7,3,17,2,7.0,21.0,65.83,991.0,28.0,4,75.0,0.0,0.0,1
30715,2013,7,3,18,2,20.0,20.0,65.62,992.0,27.0,4,82.0,0.0,0.0,2
30716,2013,7,3,19,2,41.0,18.0,61.44,992.0,26.0,4,87.0,0.0,0.0,3
30717,2013,7,3,20,2,39.0,18.0,65.19,992.0,25.0,4,92.0,0.0,0.0,3
30719,2013,7,3,22,2,39.0,18.0,69.2,992.0,24.0,4,100.0,0.0,0.0,3
30720,2013,7,3,23,2,49.0,17.0,64.98,992.0,24.0,4,105.0,0.0,0.0,3
30728,2013,7,4,7,2,131.0,20.0,73.84,992.0,25.0,4,130.0,0.0,0.0,4
30729,2013,7,4,8,2,131.0,21.0,69.79,992.0,27.0,4,135.0,0.0,0.0,4
30730,2013,7,4,9,2,107.0,20.0,61.9,992.0,28.0,4,139.0,0.0,0.0,4
30731,2013,7,4,10,2,74.0,21.0,62.13,992.0,29.0,4,143.0,0.0,0.0,4
30732,2013,7,4,11,2,26.0,21.0,58.65,992.0,30.0,4,146.0,0.0,0.0,2
30733,2013,7,4,12,2,17.0,18.0,48.69,992.0,30.0,4,152.0,0.0,0.0,2
30734,2013,7,4,13,2,20.0,18.0,48.69,992.0,30.0,4,157.0,0.0,0.0,2
30735,2013,7,4,14,2,13.0,18.0,48.69,992.0,30.0,4,163.0,0.0,0.0,2
30736,2013,7,4,15,2,7.0,18.0,45.99,992.0,31.0,4,169.0,0.0,0.0,1
30737,2013,7,4,16,2,6.0,18.0,45.99,992.0,31.0,4,173.0,0.0,0.0,1
30739,2013,7,4,18,2,12.0,20.0,58.42,992.0,29.0,4,180.0,0.0,0.0,1
30740,2013,7,4,19,2,14.0,21.0,65.83,993.0,28.0,4,182.0,0.0,0.0,2
30741,2013,7,4,20,2,17.0,21.0,74.02,993.0,26.0,4,185.0,0.0,0.0,2
30742,2013,7,4,21,2,26.0,22.0,83.48,993.0,25.0,4,187.0,0.0,0.0,2
30743,2013,7,4,22,2,27.0,21.0,83.37,993.0,24.0,4,189.0,0.0,0.0,2
30744,2013,7,4,23,2,30.0,21.0,88.54,994.0,23.0,4,191.0,0.0,0.0,2
30745,2013,7,5,0,2,48.0,21.0,88.54,994.0,23.0,4,193.0,0.0,0.0,3
30746,2013,7,5,1,2,40.0,21.0,88.54,993.0,23.0,4,195.0,0.0,0.0,3
30747,2013,7,5,2,2,51.0,21.0,88.54,993.0,23.0,4,197.0,0.0,0.0,3
30748,2013,7,5,3,2,43.0,20.0,88.45,993.0,22.0,4,199.0,0.0,0.0,3
30749,2013,7,5,4,2,29.0,20.0,88.45,994.0,22.0,4,200.0,0.0,0.0,2
30750,2013,7,5,5,2,18.0,20.0,88.45,994.0,22.0,4,202.0,0.0,0.0,2
30751,2013,7,5,6,2,31.0,21.0,88.54,995.0,23.0,4,204.0,0.0,0.0,2
30752,2013,7,5,7,2,23.0,22.0,88.62,995.0,24.0,4,206.0,0.0,0.0,2
30753,2013,7,5,8,2,18.0,21.0,74.02,995.0,26.0,4,208.0,0.0,0.0,2
30754,2013,7,5,9,2,14.0,21.0,69.79,995.0,27.0,4,211.0,0.0,0.0,2
30755,2013,7,5,10,2,14.0,21.0,65.83,996.0,28.0,4,213.0,0.0,0.0,2
30756,2013,7,5,11,2,17.0,21.0,62.13,996.0,29.0,4,216.0,0.0,0.0,2
30757,2013,7,5,12,2,15.0,20.0,58.42,996.0,29.0,4,220.0,0.0,0.0,2
30760,2013,7,5,15,2,3.0,16.0,42.9,997.0,30.0,4,234.0,0.0,0.0,1
30761,2013,7,5,16,2,3.0,15.0,40.24,997.0,30.0,4,239.0,0.0,0.0,1
30764,2013,7,5,19,2,14.0,17.0,57.69,998.0,26.0,4,247.0,0.0,0.0,2
30765,2013,7,5,20,2,14.0,17.0,61.21,999.0,25.0,4,249.0,0.0,0.0,2
30766,2013,7,5,21,2,15.0,17.0,64.98,1000.0,24.0,3,2.0,0.0,0.0,2
30767,2013,7,5,22,2,22.0,18.0,73.5,1000.0,23.0,3,5.0,0.0,0.0,2
30768,2013,7,5,23,2,24.0,18.0,83.01,1000.0,21.0,3,7.0,0.0,0.0,2
30769,2013,7,6,0,2,32.0,18.0,83.01,1001.0,21.0,3,9.0,0.0,0.0,2
30770,2013,7,6,1,2,44.0,18.0,83.01,1001.0,21.0,3,12.0,0.0,0.0,3
30771,2013,7,6,2,2,66.0,18.0,83.01,1001.0,21.0,3,15.0,0.0,0.0,4
30772,2013,7,6,3,2,102.0,18.0,83.01,1001.0,21.0,3,17.0,0.0,0.0,4
30775,2013,7,6,6,2,123.0,19.0,83.13,1002.0,22.0,3,23.0,0.0,0.0,4
30776,2013,7,6,7,2,123.0,20.0,73.84,1003.0,25.0,3,25.0,0.0,0.0,4
30777,2013,7,6,8,2,78.0,21.0,74.02,1003.0,26.0,4,3.0,0.0,0.0,4
30778,2013,7,6,9,2,56.0,19.0,54.9,1003.0,29.0,4,6.0,0.0,0.0,4
30779,2013,7,6,10,2,42.0,18.0,48.69,1003.0,30.0,4,9.0,0.0,0.0,3
30780,2013,7,6,11,2,27.0,19.0,48.96,1003.0,31.0,4,12.0,0.0,0.0,2
30781,2013,7,6,12,2,16.0,16.0,38.29,1003.0,32.0,4,15.0,0.0,0.0,2
30783,2013,7,6,14,2,7.0,17.0,38.57,1002.0,33.0,4,21.0,0.0,0.0,1
30784,2013,7,6,15,2,15.0,17.0,40.8,1002.0,32.0,4,25.0,0.0,0.0,2
30785,2013,7,6,16,2,15.0,18.0,45.99,1002.0,31.0,4,29.0,0.0,0.0,2
30786,2013,7,6,17,2,12.0,18.0,45.99,1002.0,31.0,4,33.0,0.0,0.0,1
30787,2013,7,6,18,2,12.0,19.0,51.83,1002.0,30.0,4,35.0,0.0,0.0,1
30789,2013,7,6,20,2,29.0,21.0,69.79,1003.0,27.0,3,2.0,0.0,0.0,2
30790,2013,7,6,21,2,31.0,20.0,69.6,1004.0,26.0,3,4.0,0.0,0.0,2
30791,2013,7,6,22,2,42.0,21.0,78.53,1004.0,25.0,3,6.0,0.0,0.0,3
30792,2013,7,6,23,2,60.0,21.0,83.37,1004.0,24.0,3,7.0,0.0,0.0,4
30793,2013,7,7,0,2,73.0,21.0,88.54,1004.0,23.0,4,2.0,0.0,0.0,4
30794,2013,7,7,1,2,96.0,20.0,83.25,1004.0,23.0,4,4.0,0.0,0.0,4
30795,2013,7,7,2,2,109.0,20.0,83.25,1003.0,23.0,3,2.0,0.0,0.0,4
30796,2013,7,7,3,2,136.0,20.0,83.25,1003.0,23.0,3,4.0,0.0,0.0,4
30797,2013,7,7,4,2,161.0,20.0,83.25,1003.0,23.0,4,2.0,0.0,0.0,5
30798,2013,7,7,5,2,187.0,20.0,83.25,1004.0,23.0,3,1.0,0.0,0.0,5
30799,2013,7,7,6,2,190.0,21.0,83.37,1003.0,24.0,3,4.0,0.0,0.0,5
30800,2013,7,7,7,2,172.0,21.0,78.53,1004.0,25.0,3,7.0,0.0,0.0,5
30801,2013,7,7,8,2,151.0,21.0,74.02,1004.0,26.0,4,4.0,0.0,0.0,5
30802,2013,7,7,9,2,105.0,20.0,65.62,1004.0,27.0,4,9.0,0.0,0.0,4
30803,2013,7,7,10,2,72.0,20.0,61.9,1004.0,28.0,4,15.0,0.0,0.0,4
30804,2013,7,7,11,2,43.0,21.0,62.13,1004.0,29.0,4,20.0,0.0,0.0,3
30805,2013,7,7,12,2,29.0,19.0,51.83,1004.0,30.0,4,25.0,0.0,0.0,2
30806,2013,7,7,13,2,21.0,20.0,58.42,1003.0,29.0,4,30.0,0.0,0.0,2
30807,2013,7,7,14,2,18.0,18.0,48.69,1002.0,30.0,4,36.0,0.0,0.0,2
30808,2013,7,7,15,2,18.0,18.0,48.69,1001.0,30.0,4,42.0,0.0,0.0,2
30809,2013,7,7,16,2,20.0,18.0,51.57,1002.0,29.0,4,48.0,0.0,0.0,2
30810,2013,7,7,17,2,20.0,18.0,54.65,1001.0,28.0,4,52.0,0.0,0.0,2
30811,2013,7,7,18,2,21.0,18.0,54.65,1001.0,28.0,4,56.0,0.0,0.0,2
30812,2013,7,7,19,2,21.0,19.0,65.41,1001.0,26.0,4,59.0,0.0,0.0,2
30813,2013,7,7,20,2,19.0,19.0,69.4,1002.0,25.0,4,63.0,0.0,0.0,2
30814,2013,7,7,21,2,22.0,20.0,78.39,1004.0,24.0,4,66.0,0.0,0.0,2
30815,2013,7,7,22,2,29.0,20.0,83.25,1004.0,23.0,4,69.0,0.0,0.0,2
30816,2013,7,7,23,2,37.0,20.0,88.45,1005.0,22.0,4,71.0,0.0,0.0,3
30817,2013,7,8,0,2,30.0,19.0,88.37,1004.0,21.0,3,3.0,0.0,0.0,2
30818,2013,7,8,1,2,29.0,19.0,88.37,1003.0,21.0,3,6.0,0.0,0.0,2
30819,2013,7,8,2,2,30.0,18.0,88.28,1003.0,20.0,4,1.0,0.0,0.0,2
30820,2013,7,8,3,2,36.0,18.0,93.94,1003.0,19.0,4,2.0,0.0,0.0,3
30821,2013,7,8,4,2,38.0,18.0,88.28,1003.0,20.0,4,3.0,0.0,0.0,3
30822,2013,7,8,5,2,36.0,19.0,88.37,1003.0,21.0,3,2.0,0.0,0.0,3
30823,2013,7,8,6,2,27.0,20.0,88.45,1003.0,22.0,3,4.0,0.0,0.0,2
30824,2013,7,8,7,2,25.0,20.0,83.25,1004.0,23.0,4,1.0,0.0,0.0,2
30825,2013,7,8,8,2,24.0,21.0,78.53,1004.0,25.0,4,2.0,0.0,0.0,2
30826,2013,7,8,9,2,14.0,21.0,69.79,1004.0,27.0,4,6.0,0.0,0.0,2
30827,2013,7,8,10,2,23.0,22.0,69.98,1004.0,28.0,4,9.0,0.0,0.0,2
30828,2013,7,8,11,2,22.0,22.0,69.98,1003.0,28.0,2,2.0,0.0,0.0,2
30829,2013,7,8,12,2,22.0,23.0,70.17,1002.0,29.0,4,2.0,0.0,0.0,2
30830,2013,7,8,13,2,17.0,22.0,62.35,1002.0,30.0,4,4.0,0.0,0.0,2
30831,2013,7,8,14,2,17.0,23.0,62.57,1002.0,31.0,4,7.0,0.0,0.0,2
30832,2013,7,8,15,2,25.0,23.0,62.57,1002.0,31.0,4,10.0,0.0,0.0,2
30833,2013,7,8,16,2,29.0,22.0,62.35,1001.0,30.0,2,3.0,0.0,0.0,2
30834,2013,7,8,17,2,32.0,23.0,70.17,1002.0,29.0,4,3.0,0.0,0.0,2
30835,2013,7,8,18,2,33.0,22.0,69.98,1002.0,28.0,4,6.0,0.0,0.0,2
30836,2013,7,8,19,2,33.0,23.0,78.82,1002.0,27.0,4,7.0,0.0,0.0,2
30837,2013,7,8,20,2,33.0,23.0,83.6,1003.0,26.0,4,1.0,0.0,0.0,2
30838,2013,7,8,21,2,33.0,24.0,88.78,1003.0,26.0,4,1.0,0.0,0.0,2
30839,2013,7,8,22,2,33.0,24.0,88.78,1003.0,26.0,4,1.0,0.0,0.0,2
30840,2013,7,8,23,2,33.0,24.0,94.2,1003.0,25.0,4,2.0,0.0,0.0,2
30841,2013,7,9,0,2,33.0,24.0,94.2,1003.0,25.0,4,4.0,0.0,0.0,2
30842,2013,7,9,1,2,33.0,24.0,94.2,1003.0,25.0,4,5.0,0.0,0.0,2
30843,2013,7,9,2,2,33.0,23.0,94.16,1003.0,24.0,4,7.0,0.0,0.0,2
30844,2013,7,9,3,2,33.0,23.0,94.16,1003.0,24.0,4,9.0,0.0,0.0,2
30845,2013,7,9,4,2,33.0,23.0,94.16,1003.0,24.0,4,1.0,0.0,0.0,2
30846,2013,7,9,5,2,33.0,23.0,94.16,1004.0,24.0,4,1.0,0.0,0.0,2
30847,2013,7,9,6,2,33.0,24.0,94.2,1004.0,25.0,4,3.0,0.0,0.0,2
30848,2013,7,9,7,2,33.0,24.0,94.2,1004.0,25.0,4,1.0,1.1,1.1,2
30849,2013,7,9,8,2,33.0,23.0,94.16,1005.0,24.0,4,2.0,7.6,8.7,2
30850,2013,7,9,9,2,33.0,22.0,94.12,1005.0,23.0,4,5.0,10.0,18.7,2
30851,2013,7,9,10,2,33.0,23.0,94.16,1005.0,24.0,4,8.0,1.0,19.7,2
30860,2013,7,9,19,2,33.0,19.0,88.37,1004.0,21.0,1,5.0,0.0,0.0,2
30861,2013,7,9,20,2,33.0,20.0,94.03,1004.0,21.0,3,4.0,0.0,0.0,2
30862,2013,7,9,21,2,33.0,20.0,94.03,1004.0,21.0,1,4.0,0.0,0.0,2
30863,2013,7,9,22,2,33.0,20.0,94.03,1005.0,21.0,1,7.0,0.0,0.0,2
30864,2013,7,9,23,2,33.0,20.0,94.03,1004.0,21.0,1,10.0,0.0,0.0,2
30865,2013,7,10,0,2,33.0,20.0,100.0,1004.0,20.0,1,13.0,0.0,0.0,2
30866,2013,7,10,1,2,33.0,20.0,100.0,1004.0,20.0,1,16.0,0.0,0.0,2
30867,2013,7,10,2,2,33.0,20.0,100.0,1004.0,20.0,1,19.0,0.0,0.0,2
30868,2013,7,10,3,2,33.0,19.0,93.98,1004.0,20.0,1,21.0,0.0,0.0,2
30869,2013,7,10,4,2,33.0,19.0,100.0,1004.0,19.0,1,24.0,0.0,0.0,2
30871,2013,7,10,6,2,33.0,20.0,100.0,1005.0,20.0,1,30.0,0.0,0.0,2
30872,2013,7,10,7,2,33.0,20.0,94.03,1005.0,21.0,1,35.0,0.0,0.0,2
30873,2013,7,10,8,2,33.0,21.0,83.37,1005.0,24.0,1,40.0,0.0,0.0,2
30874,2013,7,10,9,2,33.0,20.0,69.6,1005.0,26.0,1,47.0,0.0,0.0,2
30875,2013,7,10,10,2,33.0,20.0,69.6,1005.0,26.0,1,54.0,0.0,0.0,2
30876,2013,7,10,11,2,33.0,21.0,69.79,1005.0,27.0,1,59.0,0.0,0.0,2
30877,2013,7,10,12,2,33.0,21.0,65.83,1005.0,28.0,1,65.0,0.0,0.0,2
30878,2013,7,10,13,2,33.0,21.0,65.83,1005.0,28.0,1,69.0,0.0,0.0,2
30879,2013,7,10,14,2,33.0,21.0,62.13,1004.0,29.0,1,73.0,0.0,0.0,2
30880,2013,7,10,15,2,33.0,21.0,62.13,1004.0,29.0,1,76.0,0.0,0.0,2
30881,2013,7,10,16,2,33.0,21.0,65.83,1004.0,28.0,1,79.0,0.0,0.0,2
30882,2013,7,10,17,2,29.0,22.0,69.98,1004.0,28.0,1,82.0,0.0,0.0,2
30883,2013,7,10,18,2,30.0,21.0,69.79,1004.0,27.0,2,4.0,0.0,0.0,2
30884,2013,7,10,19,2,37.0,20.0,69.6,1005.0,26.0,1,3.0,0.0,0.0,3
30885,2013,7,10,20,2,37.0,20.0,69.6,1005.0,26.0,1,6.0,0.0,0.0,3
30886,2013,7,10,21,2,34.0,20.0,73.84,1005.0,25.0,1,9.0,0.0,0.0,2
30887,2013,7,10,22,2,32.0,21.0,83.37,1005.0,24.0,1,12.0,0.0,0.0,2
30888,2013,7,10,23,2,26.0,21.0,88.54,1004.0,23.0,1,15.0,0.0,0.0,2
30889,2013,7,11,0,2,24.0,20.0,83.25,1005.0,23.0,1,18.0,0.0,0.0,2
30890,2013,7,11,1,2,31.0,20.0,83.25,1004.0,23.0,1,22.0,0.0,0.0,2
30891,2013,7,11,2,2,41.0,20.0,88.45,1004.0,22.0,1,25.0,0.0,0.0,3
30892,2013,7,11,3,2,45.0,20.0,88.45,1004.0,22.0,1,29.0,0.0,0.0,3
30893,2013,7,11,4,2,52.0,19.0,88.37,1004.0,21.0,1,33.0,0.0,0.0,3
30894,2013,7,11,5,2,60.0,19.0,88.37,1004.0,21.0,1,35.0,0.0,0.0,4
30895,2013,7,11,6,2,69.0,20.0,88.45,1005.0,22.0,1,38.0,0.0,0.0,4
30896,2013,7,11,7,2,57.0,21.0,83.37,1005.0,24.0,1,42.0,0.0,0.0,4
30897,2013,7,11,8,2,55.0,21.0,78.53,1005.0,25.0,1,46.0,0.0,0.0,3
30898,2013,7,11,9,2,49.0,22.0,74.19,1005.0,27.0,1,49.0,0.0,0.0,3
30899,2013,7,11,10,2,42.0,21.0,65.83,1004.0,28.0,1,52.0,0.0,0.0,3
30900,2013,7,11,11,2,44.0,22.0,66.04,1004.0,29.0,2,4.0,0.0,0.0,3
30901,2013,7,11,12,2,56.0,21.0,58.65,1004.0,30.0,1,3.0,0.0,0.0,4
30902,2013,7,11,13,2,56.0,21.0,55.4,1003.0,31.0,1,8.0,0.0,0.0,4
30903,2013,7,11,14,2,42.0,21.0,55.4,1003.0,31.0,1,11.0,0.0,0.0,3
30904,2013,7,11,15,2,35.0,21.0,55.4,1003.0,31.0,1,13.0,0.0,0.0,2
30905,2013,7,11,16,2,29.0,20.0,49.22,1003.0,32.0,1,15.0,0.0,0.0,2
30906,2013,7,11,17,2,29.0,19.0,51.83,1003.0,30.0,2,2.0,0.0,0.0,2
30907,2013,7,11,18,2,31.0,20.0,58.42,1003.0,29.0,2,5.0,0.0,0.0,2
30908,2013,7,11,19,2,37.0,20.0,61.9,1003.0,28.0,1,2.0,0.0,0.0,3
30909,2013,7,11,20,2,36.0,20.0,61.9,1003.0,28.0,2,2.0,0.0,0.0,3
30910,2013,7,11,21,2,38.0,21.0,69.79,1004.0,27.0,2,3.0,0.0,0.0,3
30911,2013,7,11,22,2,37.0,21.0,69.79,1004.0,27.0,2,4.0,0.0,0.0,3
30912,2013,7,11,23,2,73.0,23.0,88.7,1004.0,25.0,4,2.0,0.0,0.0,4
30916,2013,7,12,3,2,79.0,23.0,94.16,1003.0,24.0,3,4.0,0.0,0.0,4
30917,2013,7,12,4,2,79.0,23.0,94.16,1003.0,24.0,4,1.0,0.0,0.0,4
30919,2013,7,12,6,2,94.0,23.0,94.16,1004.0,24.0,4,5.0,0.0,0.0,4
30920,2013,7,12,7,2,94.0,24.0,100.0,1004.0,24.0,4,7.0,0.0,0.0,4
30921,2013,7,12,8,2,64.0,24.0,88.78,1005.0,26.0,4,9.0,0.0,0.0,4
30922,2013,7,12,9,2,43.0,24.0,83.71,1004.0,27.0,4,11.0,0.0,0.0,3
30923,2013,7,12,10,2,36.0,24.0,74.52,1005.0,29.0,4,13.0,0.0,0.0,3
30924,2013,7,12,11,2,36.0,24.0,70.36,1004.0,30.0,4,16.0,0.0,0.0,3
30925,2013,7,12,12,2,36.0,24.0,70.36,1004.0,30.0,4,20.0,0.0,0.0,3
30926,2013,7,12,13,2,39.0,21.0,58.65,1004.0,30.0,4,24.0,0.0,0.0,3
30927,2013,7,12,14,2,28.0,22.0,58.89,1004.0,31.0,4,28.0,0.0,0.0,2
30928,2013,7,12,15,2,22.0,21.0,55.4,1004.0,31.0,4,32.0,0.0,0.0,2
30929,2013,7,12,16,2,22.0,20.0,52.09,1004.0,31.0,4,37.0,0.0,0.0,2
30930,2013,7,12,17,2,24.0,20.0,55.15,1004.0,30.0,4,41.0,0.0,0.0,2
30931,2013,7,12,18,2,31.0,22.0,66.04,1004.0,29.0,4,43.0,0.0,0.0,2
30932,2013,7,12,19,2,32.0,23.0,78.82,1005.0,27.0,4,45.0,0.0,0.0,2
30934,2013,7,12,21,2,55.0,22.0,83.48,1006.0,25.0,4,48.0,0.0,0.0,3
30935,2013,7,12,22,2,59.0,23.0,88.7,1007.0,25.0,4,49.0,0.0,0.0,4
30936,2013,7,12,23,2,75.0,22.0,88.62,1007.0,24.0,4,50.0,0.0,0.0,4
30937,2013,7,13,0,2,73.0,23.0,94.16,1007.0,24.0,4,53.0,0.0,0.0,4
30944,2013,7,13,7,2,229.0,21.0,83.37,1008.0,24.0,4,2.0,0.0,0.0,5
30945,2013,7,13,8,2,229.0,21.0,78.53,1008.0,25.0,4,4.0,0.0,0.0,5
30946,2013,7,13,9,2,203.0,22.0,78.68,1008.0,26.0,4,7.0,0.0,0.0,5
30947,2013,7,13,10,2,165.0,21.0,65.83,1008.0,28.0,4,10.0,0.0,0.0,5
30948,2013,7,13,11,2,111.0,20.0,58.42,1008.0,29.0,4,14.0,0.0,0.0,4
30949,2013,7,13,12,2,111.0,22.0,66.04,1008.0,29.0,4,17.0,0.0,0.0,4
30951,2013,7,13,14,2,119.0,23.0,66.25,1007.0,30.0,4,25.0,0.0,0.0,4
30952,2013,7,13,15,2,137.0,23.0,66.25,1007.0,30.0,4,30.0,0.0,0.0,4
30953,2013,7,13,16,2,137.0,22.0,62.35,1007.0,30.0,4,34.0,0.0,0.0,4
30954,2013,7,13,17,2,91.0,21.0,62.13,1007.0,29.0,4,37.0,0.0,0.0,4
30955,2013,7,13,18,2,91.0,21.0,65.83,1007.0,28.0,4,39.0,0.0,0.0,4
30956,2013,7,13,19,2,66.0,21.0,74.02,1008.0,26.0,4,40.0,0.0,0.0,4
30957,2013,7,13,20,2,74.0,22.0,78.68,1008.0,26.0,2,2.0,0.0,0.0,4
30958,2013,7,13,21,2,84.0,22.0,78.68,1009.0,26.0,3,3.0,0.0,0.0,4
30959,2013,7,13,22,2,91.0,22.0,83.48,1008.0,25.0,4,2.0,0.0,0.0,4
30960,2013,7,13,23,2,162.0,22.0,83.48,1008.0,25.0,3,2.0,0.0,0.0,5
30965,2013,7,14,4,2,184.0,22.0,94.12,1009.0,23.0,4,1.0,0.0,0.0,5
30966,2013,7,14,5,2,184.0,22.0,88.62,1009.0,24.0,4,1.0,0.0,0.0,5
30967,2013,7,14,6,2,161.0,23.0,94.16,1009.0,24.0,4,2.0,0.0,0.0,5
30968,2013,7,14,7,2,161.0,23.0,94.16,1010.0,24.0,4,4.0,0.0,0.0,5
30969,2013,7,14,8,2,145.0,23.0,88.7,1010.0,25.0,4,6.0,0.0,0.0,4
30970,2013,7,14,9,2,143.0,23.0,83.6,1010.0,26.0,4,8.0,0.0,0.0,4
30971,2013,7,14,10,2,129.0,23.0,78.82,1010.0,27.0,4,10.0,0.0,0.0,4
30972,2013,7,14,11,2,129.0,23.0,74.35,1010.0,28.0,4,13.0,0.0,0.0,4
30973,2013,7,14,12,2,153.0,22.0,66.04,1009.0,29.0,4,15.0,0.0,0.0,5
30974,2013,7,14,13,2,182.0,23.0,66.25,1009.0,30.0,4,2.0,0.0,0.0,5
30975,2013,7,14,14,2,181.0,23.0,66.25,1008.0,30.0,4,3.0,0.0,0.0,5
30976,2013,7,14,15,2,156.0,21.0,58.65,1008.0,30.0,4,6.0,0.0,0.0,5
30977,2013,7,14,16,2,112.0,21.0,58.65,1008.0,30.0,4,8.0,0.0,0.0,4
30979,2013,7,14,18,2,131.0,24.0,74.52,1007.0,29.0,4,2.0,0.0,0.0,4
30980,2013,7,14,19,2,141.0,23.0,74.35,1007.0,28.0,4,3.0,0.0,0.0,4
30981,2013,7,14,20,2,156.0,23.0,83.6,1008.0,26.0,4,4.0,0.0,0.0,5
30982,2013,7,14,21,2,142.0,24.0,88.78,1008.0,26.0,4,5.0,0.0,0.0,4
30983,2013,7,14,22,2,110.0,24.0,94.2,1008.0,25.0,4,7.0,0.0,0.0,4
30984,2013,7,14,23,2,107.0,23.0,88.7,1008.0,25.0,4,8.0,0.0,0.0,4
30985,2013,7,15,0,2,105.0,22.0,88.62,1008.0,24.0,4,10.0,0.0,0.0,4
30986,2013,7,15,1,2,105.0,23.0,94.16,1008.0,24.0,3,1.0,0.0,0.0,4
30987,2013,7,15,2,2,55.0,21.0,88.54,1008.0,23.0,3,3.0,0.0,0.0,3
30988,2013,7,15,3,2,49.0,21.0,88.54,1008.0,23.0,3,5.0,0.0,0.0,3
30989,2013,7,15,4,2,54.0,21.0,88.54,1007.0,23.0,3,7.0,0.0,0.0,3
30990,2013,7,15,5,2,44.0,21.0,88.54,1007.0,23.0,3,9.0,0.0,0.0,3
30991,2013,7,15,6,2,30.0,21.0,83.37,1007.0,24.0,3,11.0,0.0,0.0,2
30992,2013,7,15,7,2,30.0,21.0,83.37,1007.0,24.0,3,13.0,0.0,0.0,2
30993,2013,7,15,8,2,29.0,22.0,83.48,1007.0,25.0,3,16.0,0.0,0.0,2
30994,2013,7,15,9,2,24.0,22.0,83.48,1006.0,25.0,3,18.0,0.5,0.5,2
30995,2013,7,15,10,2,19.0,23.0,83.6,1006.0,26.0,3,21.0,0.2,0.7,2
30996,2013,7,15,11,2,20.0,24.0,83.71,1005.0,27.0,3,24.0,0.0,0.0,2
30997,2013,7,15,12,2,13.0,23.0,74.35,1005.0,28.0,3,28.0,0.0,0.0,2
30998,2013,7,15,13,2,13.0,23.0,78.82,1003.0,27.0,3,32.0,0.0,0.0,2
30999,2013,7,15,14,2,13.0,23.0,78.82,1003.0,27.0,3,35.0,0.0,0.0,2
31000,2013,7,15,15,2,10.0,23.0,78.82,1002.0,27.0,3,37.0,0.1,0.1,1
31002,2013,7,15,17,2,12.0,23.0,83.6,1001.0,26.0,3,42.0,0.6,1.6,1
31003,2013,7,15,18,2,11.0,23.0,88.7,1000.0,25.0,3,45.0,0.1,1.7,1
31008,2013,7,15,23,2,14.0,22.0,78.68,998.0,26.0,3,65.0,0.0,0.0,2
31009,2013,7,16,0,2,17.0,22.0,78.68,997.0,26.0,3,68.0,0.1,0.1,2
31010,2013,7,16,1,2,17.0,23.0,88.7,997.0,25.0,3,71.0,0.3,0.4,2
31011,2013,7,16,2,2,19.0,23.0,83.6,996.0,26.0,4,2.0,1.8,2.2,2
31012,2013,7,16,3,2,29.0,23.0,88.7,995.0,25.0,3,3.0,7.2,9.4,2
31013,2013,7,16,4,2,47.0,23.0,94.16,994.0,24.0,3,5.0,2.1,11.5,3
31016,2013,7,16,7,2,25.0,23.0,94.16,995.0,24.0,4,10.0,13.5,50.0,2
31017,2013,7,16,8,2,44.0,23.0,94.16,995.0,24.0,4,14.0,10.8,60.8,3
31019,2013,7,16,10,2,50.0,23.0,94.16,996.0,24.0,4,22.0,1.7,63.9,3
31020,2013,7,16,11,2,56.0,23.0,94.16,997.0,24.0,4,28.0,1.4,65.3,4
31021,2013,7,16,12,2,54.0,23.0,94.16,997.0,24.0,4,32.0,0.9,66.2,3
31024,2013,7,16,15,2,31.0,21.0,88.54,998.0,23.0,4,2.0,0.0,0.0,2
31025,2013,7,16,16,2,32.0,21.0,83.37,999.0,24.0,4,4.0,0.0,0.0,2
31026,2013,7,16,17,2,22.0,22.0,88.62,999.0,24.0,4,6.0,0.0,0.0,2
31027,2013,7,16,18,2,17.0,22.0,83.48,1000.0,25.0,4,9.0,0.0,0.0,2
31028,2013,7,16,19,2,30.0,21.0,88.54,1001.0,23.0,4,11.0,0.0,0.0,2
